"","InsiderID","NodeCount","EdgeCount","outlierscore"
"1",131075,2,1,0.0277843968575454
"2",131072,2,1,0.0277843968575454
"3",131073,2,1,0.0277843968575454
"4",131081,3,3,0.106617910526995
"5",98314,3,3,0.106617910526995
"6",81934,3,3,0.106617910526995
"7",98320,6,15,0.333916799695452
"8",131091,3,3,0.106617910526995
"9",98323,8,28,0.210492606718069
"10",81941,2,1,0.0277843968575454
"11",114711,2,1,0.0277843968575454
"12",131096,3,3,0.106617910526995
"13",98335,6,15,0.333916799695452
"14",81952,7,20,0.0129701041548462
"15",131104,2,1,0.0277843968575454
"16",98345,2,1,0.0277843968575454
"17",98344,5,10,0.305969234073026
"18",131119,2,1,0.0277843968575454
"19",81966,3,3,0.106617910526995
"20",98352,2,1,0.0277843968575454
"21",98356,3,3,0.106617910526995
"22",98358,2,1,0.0277843968575454
"23",131131,2,1,0.0277843968575454
"24",131134,2,1,0.0277843968575454
"25",131139,8,28,0.210492606718069
"26",131136,2,1,0.0277843968575454
"27",81993,3,3,0.106617910526995
"28",98376,4,6,0.228897041203278
"29",131144,2,1,0.0277843968575454
"30",131145,2,1,0.0277843968575454
"31",98381,2,1,0.0277843968575454
"32",98380,9,36,0.0435026160829428
"33",98387,11,55,0.608551101810304
"34",131159,5,10,0.305969234073026
"35",131163,2,1,0.0277843968575454
"36",131160,2,1,0.0277843968575454
"37",131161,2,1,0.0277843968575454
"38",131166,2,1,0.0277843968575454
"39",82015,2,1,0.0277843968575454
"40",131165,2,1,0.0277843968575454
"41",131171,2,1,0.0277843968575454
"42",131168,2,1,0.0277843968575454
"43",82018,8,27,0.14614648794631
"44",131172,3,3,0.106617910526995
"45",98408,2,1,0.0277843968575454
"46",98411,2,1,0.0277843968575454
"47",131177,3,3,0.106617910526995
"48",131180,3,3,0.106617910526995
"49",131181,2,1,0.0277843968575454
"50",131187,2,1,0.0277843968575454
"51",131189,2,1,0.0277843968575454
"52",131194,2,1,0.0277843968575454
"53",98434,2,1,0.0277843968575454
"54",98436,8,28,0.210492606718069
"55",82056,5,10,0.305969234073026
"56",82058,14,91,1.1951310053879
"57",131214,4,6,0.228897041203278
"58",98445,11,55,0.608551101810304
"59",131213,4,6,0.228897041203278
"60",131218,2,1,0.0277843968575454
"61",82064,4,3,0.954176492607678
"62",131219,2,1,0.0277843968575454
"63",131216,2,1,0.0277843968575454
